id_1,id_2
rec-6911-org,rec-6911-dup-0
rec-8359-org,rec-8359-dup-0
rec-2223-org,rec-2223-dup-0
rec-6862-org,rec-6862-dup-0
rec-7669-org,rec-7669-dup-0
rec-1603-org,rec-1603-dup-0
rec-5664-org,rec-5664-dup-0
rec-6270-org,rec-6270-dup-0
rec-8316-org,rec-8316-dup-0
rec-768-org,rec-768-dup-0
rec-6289-org,rec-6289-dup-0
rec-3362-org,rec-3362-dup-0
rec-348-org,rec-348-dup-0
rec-5141-org,rec-5141-dup-0
rec-2012-org,rec-2012-dup-0
rec-2491-org,rec-2491-dup-0
rec-4115-org,rec-4115-dup-0
rec-261-org,rec-261-dup-0
rec-8240-org,rec-8240-dup-0
rec-1891-org,rec-1891-dup-0
rec-3133-org,rec-3133-dup-0
rec-2321-org,rec-2321-dup-0
rec-8440-org,rec-8440-dup-0
rec-5580-org,rec-5580-dup-0
rec-6888-org,rec-6888-dup-0
rec-2059-org,rec-2059-dup-0
rec-7937-org,rec-7937-dup-0
rec-2296-org,rec-2296-dup-0
rec-3603-org,rec-3603-dup-0
rec-4432-org,rec-4432-dup-0
rec-3665-org,rec-3665-dup-0
rec-1538-org,rec-1538-dup-0
rec-8153-org,rec-8153-dup-0
rec-4309-org,rec-4309-dup-0
rec-4680-org,rec-4680-dup-0
rec-7136-org,rec-7136-dup-0
rec-8027-org,rec-8027-dup-0
rec-2449-org,rec-2449-dup-0
rec-7683-org,rec-7683-dup-0
rec-2235-org,rec-2235-dup-0
rec-2817-org,rec-2817-dup-0
rec-7379-org,rec-7379-dup-0
rec-6982-org,rec-6982-dup-0
rec-724-org,rec-724-dup-0
rec-5218-org,rec-5218-dup-0
rec-4664-org,rec-4664-dup-0
rec-4161-org,rec-4161-dup-0
rec-7253-org,rec-7253-dup-0
rec-3783-org,rec-3783-dup-0
rec-2633-org,rec-2633-dup-0
rec-4177-org,rec-4177-dup-0
rec-5655-org,rec-5655-dup-0
rec-2605-org,rec-2605-dup-0
rec-8807-org,rec-8807-dup-0
rec-1610-org,rec-1610-dup-0
rec-5555-org,rec-5555-dup-0
rec-1828-org,rec-1828-dup-0
rec-2620-org,rec-2620-dup-0
rec-8127-org,rec-8127-dup-0
rec-7654-org,rec-7654-dup-0
rec-8812-org,rec-8812-dup-0
rec-2563-org,rec-2563-dup-0
rec-7149-org,rec-7149-dup-0
rec-2897-org,rec-2897-dup-0
rec-1477-org,rec-1477-dup-0
rec-7499-org,rec-7499-dup-0
rec-786-org,rec-786-dup-0
rec-5492-org,rec-5492-dup-0
rec-6765-org,rec-6765-dup-0
rec-7828-org,rec-7828-dup-0
rec-6117-org,rec-6117-dup-0
rec-4027-org,rec-4027-dup-0
rec-5673-org,rec-5673-dup-0
rec-7764-org,rec-7764-dup-0
rec-4731-org,rec-4731-dup-0
rec-1736-org,rec-1736-dup-0
rec-586-org,rec-586-dup-0
rec-5362-org,rec-5362-dup-0
rec-6634-org,rec-6634-dup-0
rec-6530-org,rec-6530-dup-0
rec-3632-org,rec-3632-dup-0
rec-7120-org,rec-7120-dup-0
rec-4547-org,rec-4547-dup-0
rec-2862-org,rec-2862-dup-0
rec-4853-org,rec-4853-dup-0
rec-2508-org,rec-2508-dup-0
rec-6728-org,rec-6728-dup-0
rec-8159-org,rec-8159-dup-0
rec-4940-org,rec-4940-dup-0
rec-3910-org,rec-3910-dup-0
rec-876-org,rec-876-dup-0
rec-1743-org,rec-1743-dup-0
rec-1325-org,rec-1325-dup-0
rec-6377-org,rec-6377-dup-0
rec-7403-org,rec-7403-dup-0
rec-3555-org,rec-3555-dup-0
rec-6972-org,rec-6972-dup-0
rec-1844-org,rec-1844-dup-0
rec-8224-org,rec-8224-dup-0
rec-226-org,rec-226-dup-0
rec-516-org,rec-516-dup-0
rec-7130-org,rec-7130-dup-0
rec-4982-org,rec-4982-dup-0
rec-4415-org,rec-4415-dup-0
rec-7055-org,rec-7055-dup-0
rec-2011-org,rec-2011-dup-0
rec-186-org,rec-186-dup-0
rec-787-org,rec-787-dup-0
rec-2178-org,rec-2178-dup-0
rec-8418-org,rec-8418-dup-0
rec-8089-org,rec-8089-dup-0
rec-8565-org,rec-8565-dup-0
rec-3766-org,rec-3766-dup-0
rec-8691-org,rec-8691-dup-0
rec-6913-org,rec-6913-dup-0
rec-909-org,rec-909-dup-0
rec-8115-org,rec-8115-dup-0
rec-1879-org,rec-1879-dup-0
rec-3109-org,rec-3109-dup-0
rec-6411-org,rec-6411-dup-0
rec-7673-org,rec-7673-dup-0
rec-8420-org,rec-8420-dup-0
rec-6033-org,rec-6033-dup-0
rec-5976-org,rec-5976-dup-0
rec-6122-org,rec-6122-dup-0
rec-2914-org,rec-2914-dup-0
rec-6473-org,rec-6473-dup-0
rec-6192-org,rec-6192-dup-0
rec-8674-org,rec-8674-dup-0
rec-3782-org,rec-3782-dup-0
rec-8520-org,rec-8520-dup-0
rec-539-org,rec-539-dup-0
rec-8696-org,rec-8696-dup-0
rec-7135-org,rec-7135-dup-0
rec-1257-org,rec-1257-dup-0
rec-8833-org,rec-8833-dup-0
rec-6144-org,rec-6144-dup-0
rec-3623-org,rec-3623-dup-0
rec-1541-org,rec-1541-dup-0
rec-3269-org,rec-3269-dup-0
rec-1612-org,rec-1612-dup-0
rec-298-org,rec-298-dup-0
rec-6261-org,rec-6261-dup-0
rec-1276-org,rec-1276-dup-0
rec-7787-org,rec-7787-dup-0
rec-6652-org,rec-6652-dup-0
rec-2094-org,rec-2094-dup-0
rec-3553-org,rec-3553-dup-0
rec-5117-org,rec-5117-dup-0
rec-1288-org,rec-1288-dup-0
rec-2431-org,rec-2431-dup-0
rec-4897-org,rec-4897-dup-0
rec-270-org,rec-270-dup-0
rec-2331-org,rec-2331-dup-0
rec-5334-org,rec-5334-dup-0
rec-701-org,rec-701-dup-0
rec-2621-org,rec-2621-dup-0
rec-6368-org,rec-6368-dup-0
rec-2622-org,rec-2622-dup-0
rec-4936-org,rec-4936-dup-0
rec-8933-org,rec-8933-dup-0
rec-373-org,rec-373-dup-0
rec-5451-org,rec-5451-dup-0
rec-3395-org,rec-3395-dup-0
rec-2836-org,rec-2836-dup-0
rec-2354-org,rec-2354-dup-0
rec-7550-org,rec-7550-dup-0
rec-5881-org,rec-5881-dup-0
rec-7161-org,rec-7161-dup-0
rec-4780-org,rec-4780-dup-0
rec-1007-org,rec-1007-dup-0
rec-7462-org,rec-7462-dup-0
rec-8596-org,rec-8596-dup-0
rec-3571-org,rec-3571-dup-0
rec-834-org,rec-834-dup-0
rec-1481-org,rec-1481-dup-0
rec-3756-org,rec-3756-dup-0
rec-6227-org,rec-6227-dup-0
rec-3054-org,rec-3054-dup-0
rec-4097-org,rec-4097-dup-0
rec-2677-org,rec-2677-dup-0
rec-184-org,rec-184-dup-0
rec-7349-org,rec-7349-dup-0
rec-5236-org,rec-5236-dup-0
rec-2395-org,rec-2395-dup-0
rec-7320-org,rec-7320-dup-0
rec-2306-org,rec-2306-dup-0
rec-1032-org,rec-1032-dup-0
rec-5986-org,rec-5986-dup-0
rec-4253-org,rec-4253-dup-0
rec-7910-org,rec-7910-dup-0
rec-8053-org,rec-8053-dup-0
rec-2825-org,rec-2825-dup-0
rec-1229-org,rec-1229-dup-0
rec-1296-org,rec-1296-dup-0
rec-5809-org,rec-5809-dup-0
rec-7489-org,rec-7489-dup-0
rec-857-org,rec-857-dup-0
rec-694-org,rec-694-dup-0
rec-7371-org,rec-7371-dup-0
rec-2292-org,rec-2292-dup-0
rec-2798-org,rec-2798-dup-0
rec-7027-org,rec-7027-dup-0
rec-8354-org,rec-8354-dup-0
rec-2048-org,rec-2048-dup-0
rec-3699-org,rec-3699-dup-0
rec-2448-org,rec-2448-dup-0
rec-656-org,rec-656-dup-0
rec-2952-org,rec-2952-dup-0
rec-2878-org,rec-2878-dup-0
rec-732-org,rec-732-dup-0
rec-6818-org,rec-6818-dup-0
rec-2192-org,rec-2192-dup-0
rec-2813-org,rec-2813-dup-0
rec-946-org,rec-946-dup-0
rec-1145-org,rec-1145-dup-0
rec-2927-org,rec-2927-dup-0
rec-2086-org,rec-2086-dup-0
rec-3283-org,rec-3283-dup-0
rec-2728-org,rec-2728-dup-0
rec-8073-org,rec-8073-dup-0
rec-3235-org,rec-3235-dup-0
rec-8791-org,rec-8791-dup-0
rec-8036-org,rec-8036-dup-0
rec-2121-org,rec-2121-dup-0
