id,author,year,title,tech,institution,booktile,editor,booktitle,publisher,Pages,address,month,note,journal,volume,pages,type,date,Unnamed: 19
436,"Knoop, J. and Steffen, B.,",,"The interprocedural coincidence theorem,",,,,"U. Kastens and P. Pfahler, ed.","in Proceedings of the Fourth International Conference on Compiler Construction,","Springer-Verlag,",,"FRG, Paderborn",,"Lecture Notes in Computer Science,",,"Vol. 641,",pp.125-140,,"October 5-7,",
439,"Knoop, J. and Steffen, B.,",,"The interprocedural coincidence theorem,",,,,U. Kastens and P. ed.,"in Proc. of the Fourth Int. Conf. on Comp. Construct.,","Pfahler,Springer-Verlag,",,"FRG, Paderborn",,"Lec. Notes in Comp. Sci.,",,"Vol. 641,",pp. 125-140,,Oct.,
442,"Knoop, J. and Steffen, B.,",,"The interprocedural coincidence theorem,",,,,U. Kastens and P. ed.,"in Proceedings of the Fourth International Conference on Compiler Construction,","Pfahler,",,"FRG, paderborn",,"Lecture Notes in Computer Science,",,"Vol. 641,",pp.125-140,,"October 5-7,",
445,"Knoop, J. and Steffen, B.,",,"The interprocedural coincidence theorem,",,,,U. Kastens and P. ed,"in Proceedings of the Fourth International Conference on Compiler Construction,","Pfahler,Springer-Verlag,",,"FRG, Paderborn",,"Lecture Notes in Computer Science,",,"Vol. 641,",pp.125-140,,"October 5-7,",
448,J. Knoop and B. Steffen.,,The interprocedural coincidence theorem.,,,,"In U. Kastens and P. Pfahler, editors,","Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science","Springer Verlag,",,,,,,"Vol. 641,",pages 125-140.,,1992.,
454,"K.G. Langendoen and P.H. Hartel, FCG:",,"a code generator for lazy functional languages, in Compiler construction (CC),",,,,"Springer Verlag LNCS 641, U. Kastens and P. Pfahler (eds),","Proceedings of the International Workshop on Compiler Construction,",,,"Paderborn, Germany,",,,,,"pp 278-296,",,October,
460,"Poggio, T., Fahle, M., and Edelman, S.",,Fast perceptual learning in visual hyperacuity.,,,,,,,,,,,"Science,",256,1018-1021.,,(1992).,
463,"Poggio, T., Fahle, M., and Edelman, S.",,Fast perceptual learning in visual hyperacuity.,,,,,,,,,,,"Science,",256,1018-1021.,,(1992b).,
466,"Poggio T, Fahle M, and Edelman S.",,Fast perceptual learning in visual hyperacuity.,,,,,,,,,,,"Science,",256,"1018-1021,",,1992.,
477,"Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White.",,,,,,,,"Digital Press,",,"Bedford, Massachusetts,",,"ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72",,,,,1990.,
479,"S udholt, M. and Steigner, C.",,On interprocedural data flow analysis for object oriented languages.,,,,"In Kastens, U. and Pfahler, P., Eds.,","Proceedings of the Fourth International Conference on Compiler Construction,","Springer-Verlag,",,"Berlin, Germany,",,"volume 641 of Lecture Notes in Computer Science, (Paderborn, Germany, Oct.).",,,pp. 156-162.,,1992.,
481,"S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski andS.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Weldel, W. Wenzel, J. Wnek, and J. Zhang.",,The monk's problems: A performance comparison of different learning algorithms.,"Technical Report CMU-CS-91-197,","Carnegie Mellon University,",,,,,,,,,,,,,1991.,
484,"Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang.",,The MONK's problems A performance comparison of different learning algorithms.,"Technical Report CS-CMU-91-197,","Carnegie Mellon University,",,,,,,,,,,,,,1991.,
487,"Thrun, S.; Bala, J.; Bloedorn, E.; Bratko, I.; Cestnik, B.; Cheng, J.; De Jong, K.; Dzeroski, S.; Fahlman, S.; Fisher, D.; Hamann, R.; Kaufman, K.; Keller, S.; Kononenko, I.; Kreuziger, J.; Michalski, R.; Mitchell, T.; Pachowicz, P.; Reich, Y.; Vafaie, H.; de Weldel, W. V.; Wenzel, W.; Wnek, J.; and Zhang, J.",,The monk's problems: A performance comparison of different learning algorithms.,"Technical Report CMU-CS-91-197,",Carnegie Mellon University.,,,,,,,,,,,,,1991.,
490,"S. B. Thrun, J. Bala, E. Bloendorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. D^zeroski, S. E. Fahlman, D. Fisher, R. Hamann, K. Kauf-man, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T. Mitchell, P. Pachovicz, Y. Re-ich, H. Vafaie, W. Van de Welde, W. Wentzel, J. Wnek, and J. Zhang.",,The monk's problems a performance comparison of different learning algorithms.,"Technical Report CMU-CS-91-197,","School of Computer Science, Carnegie-Mellon University., USA,",,,,,,,,,,,,,1991.,
