id,author,year,title,tech,institution,booktile,editor,booktitle,publisher,Pages,address,month,note,journal,volume,pages,type,date,Unnamed: 19
415,Scott E. Fahlman and David B. McDonald.,,Design considerations for CMU common lisp.,,,,"In Peter Lee, editor,","Advanced Language Implementation,","The MIT Press,",,,,,,"chapter 6,",pages 137-156.,,1991.,
417,"Fahlman, S.E.",,The Recurrent Cascade-Correlation Architecture.,"CMU-CS-91-100,","School of Computer Science, Carneige Mellon University,",,,,,,Pittsburgh.,,,,,,,(1991).,
423,"S. E. Fahlman, L. D. Baker and J. A. Boyan,",,"The Cascade 2 Learning Architecture,","Technical Report,","CMU-CS-TR-96-184, Carnegie Mellon University,",,,,,,,,,,,,,1996.,
428,"R. Forchheimer and O. Fahlander,",,"Low bit-rate coding through animation,",,,,,"in Proceedings Picture Coding Symposium (PCS-83), Davis,",,,,,,,,"pp. 113-114,",,March,
430,"L. J. Hendren, G. R. Gao, E. R. Altman, and C. Muk-erji.",,A register allocation framework based on hierarchical cyclic interval graphs.,,,,"In U. Kastens and P. Pfahler, editors,","Proc. of the Intl. Conf. on Compiler Construction, number 641 in Lec. Notes in Comp. Sci.,","Springer-Verlag,",,,,,,,pages 176-191.,,Oct.,
431,"Herzog, M.H. & Fahle, M.",,A recurrent model for learning a hyperacuity task.,,,,,,,,,,,"Perception,","24,",,,(1995),
434,"Knoop, J. and Steffen, B.,",,"The interprocedural coincidence theorem,",,,,U. Kastens and P. ed.,"in Proceedings of the Fourth International Conference on Compiler Construction,","Pfahler,Springer-Verlag,",,"Paderborn FRG,",,"Lecture Notes in Computer Science,",,"Vol. 641,",pp. 125-140,,"October 5-7,",
451,"Kriegel, H.P., Heep S., Fahldiek A., Mysliwitz N.",,Query Processing of Geometric Objects with Free Form Boundaries in Spatial Databases.,,,,,"Proc. 4th Int. Conf. DEXA 1993,",,,,,,,,pp. 349-360.,,,
453,Koen Langendoen and Pieter Hartel. FCG:,,a code generator for lazy functional languages.,,,,"In P. Pfahler U. Kastens, editor,","Proceedings of the Conference on Compiler Construction,",Springer-Verlag.,,"Paderborn, Germany,",,,,,"pages 278-296,",,Oct 92.,
455,"David B. McDonald, Scott E. Fahlman, and Skef Wholey.",,Internal design of cmu common lisp on the IBM RT PC.,"Technical Report CMU-CS-87-157,","Carnegie Mellon University,",,,,,,,,,,,,,April,
456,P. Pfahler and U. Kastens.,,Language design and implementation by selection.,,,,,"In First ACM SIGPLAN Workshop on Domain-Specific Languages,",,,"Paris, France,",,,,,,,January,
458,"Poggio, T., Fahle, M., and Edelman, S.",,Fast perceptual learning in visual hyperacuity.,,,,,,,,,,,"Science,",256,1018-1021.,,(1992).,
467,"Poggio, T., Edelman, S., and Fahle, M.",,Learning of visual modules from examples: a framework for understanding adaptive visual performance.,,,,,"Computer Vision, Graphics, and Image Processing: Image Understanding,",,,,,,,56,22-30.,,(1992a).,
469,S. T. Pope and L. E.,,"Fahl en, Building sound into a virtual environment,",,,,,"in Proceedings of the 5th MultiG Workshop,",,,"(Stockholm, Sweden),",,,,,,,Dec.,
470,S. C. Shapiro.,,"Review of Fahlman, Scott NETL: A system for representing and using real-world knowledge.",,,,,,,,,,,"American Journal of Computational Linguistics,",6(3),"183-186,",,1980.,
471,"Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb.",,Common Lisp: The Language.,,,,,,"Digital Press,",,"Burlington, Massachusetts,",,,,,,,1984.,
474,"Steele, Guy L., Jr., Fahlman, Scott E., Gabriel, Richard P., Moon, David A., Weinreb, Daniel L., Bobrow, Daniel G., DeMichiel, Linda G., Keene, Sonya E., Kiczales, Gregor, Perdue, Crispin, Pitman, Kent M., Waters, Richard C., and White, Jon L.",,Common Lisp: The Language (Second Edition).,,,,,,"Digital Press (Bedford,",,"Massachusetts,",,,,,,,1990).,
480,"S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S Dzroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang.",,The monk's problems a performance comparison of different learning algorihms.,"Technical Report CMU-CS-91-197,","Carnegie Mellon University,",,,,,,,,,,,,,December,
522,"Weiss, Y., Edelman, S., and Fahle, M.",,Models of perceptual learning in vernier hyperacuity.,,,,,,,,,,,"Neural Computation,",5,695-718. 9,,(1993).,
530,"Kibler, D. & Aha, D. W.",(1987).,Learning Representative Exemplars of Concepts: An Initial Case Study.,,,,,Proceedings of the Fourth International Workshop on Machine Learning,Morgan Kaufmann.,,"Irvine, CA:",,,,,(pp. 24-30).,,,
554,"Aha, D. & Kibler, D.",(1989).,Noise-tolerant instance based leanring algorithms.,,,,,Proc. IJCAI-89,,,,,,,,pp. 794 799).,,,
580,"Aha, D. W., Kibler, D. & Albert, M. K.",(1990).,Instance-based learning algorithms.,,,,,,,,,,Draft submission to Machine Learning.,,,,,,
581,"AHA, D.W., KIBLER, D. and ALBERT, M.K","1991,","Instance-based learning algorithms,",,,,,,,,,,,"Machine Learning,","Vol. 6,",pp. 37-66.,,,
702,"(Aha and Goldstone, 1992) Aha, D. W. and Gold stone, R. L.",1992.,Concept learning and flexible weighting.,,"Indiana Univeristy, Bloomington,",,,"In Proceedings of the Fourteenth Annual Conference of the Cognitive Science Society,",Lawrence Erl-baum Associates.,,IN.,,,,,534-539.,,,
704,S. H. Nienhuys-Cheng and R. De Wolf (1996).,,"Least Generalizations and Greatest Specializations of Sets of Clauses,",,,,,,,,,,,"Journal of Artificial Intelligence Research,",4,341-363,,,
705,"J.S. Conery, D.F. Kibler,",1981.,"Parallel interpretation of logic programs,",,,,,"in Proceedings ACM Symposium on Functional Programming and Computer Architecture,",,,,,,,,,,,
710,"Dasarathy, B. V.",(1991).,Nearest Neighbor(NN) Norms,,,,,,"Los Alamitos, California:IEEE Computer Society Press. 18 Data,",,,,,,,,NN Pattern Classification Techniques.,,
711,"Datta, P. and Kibler, D.",(1992).,Utilizing prior concepts for learning.,,,,,In Proceedings of the ML92 Workshop on Biases in Inductive Learning.,,,,,,,14.,,,,
715,"Datta, P. & Kibler, D.",(1995).,"Learning prototypical concept descriptions,",,,,,in Proceedings of the Twelfth International Conference on Machine Learning.,"Morgan Kaufmann,",,"Los Altos, California.",,,,,,,,
723,"Hampson, S. and Kibler, D.",(1993).,Plateaus and plateau search in Boolean satisfiability problems: When to give up searching and start again.,,,,,"DIMACS Challenge on Satisfiability Testing,",,,,,,,,,,,
734,D. Kibler and P. Morris.,1981.,Don't Be Stupid.,,,,,"In Proceedings of IJCAI-81,",,,,,,,,,,,
736,D. Kibler.,1985.,Natural generation of heuristics by transforming the problem representation.,,"Computer Science Department, UC-Irvine,",,,,,,,,,,,,"Technical Report TR-85-20,",,
737,D. Kibler and P. Langley.,1988.,Machine learning as an experimental science.,,,,,"In Proceedings of 1988 European Working Session on Learning,",,,,,,,,"pages 81-92,",,,
751,"Kibler, D. & Langley P.",(1988).,Machine Learning as an Experimental Science.,,,,,,,,,,,Machine Learning 3 (1).,,,,,
774,Pat Langley and Dennis Kibler.,1991.,The experimental study of machine learning.,,,,,,,,,,"Unpublished paper,",,,,,,
776,"Kibler, D. and Aha, D.",(1988).,Comparing Instance-Averaging with Instance-Filtering Learning Algorithms.,,,,,"In Proceedings of the 3rd European Working Session on Learning, EWSL88,",,,,,,,,pp. 63-88.,,,
780,D. Kibler and D. Aha.,1989.,Comparing instance-saving with instance-averaging learn ing algorithms.,,,,"In D.P.Benjamin, editor,",Change of Representation and Inductive Bias.,"Kluwer Academic Publisher, Norwell,",,"MA,",,,,,,,,
781,"D. Kibler, D.W. Aha, and M.K. Albert:",1989.,"Instance-based prediction of real-valued attributes,",,,,,,,,,,,"Computational Intelligence,","5,","51-57,",,,
786,"Langley, P., Kibler, D. & Granger, R.",(1986).,Components of Learning in a reactive environment. In T.M.,,,,"Mitchell, J.G. Carbonell & R.S. Michalski (Eds.),",,Kluwer.,,"Boston, MA:",,,Machine Learning: A Guide to Current Research,,(pp 167-172).,,,
794,"Ortega, J., and Fisher, D.",1995.,Flexibly exploiting prior knwledge in empirical learning.,,,,,IJCAI-95.,,,,,,,,,,,
795,"Pazzani, M. J., Kibler, D.",(1990).,The utility of knowledge in inductive learning.,,"Irvine, CA: University of California, Irvine, Department of Information and Computer Science.",,,,,,,,,,,,(Technical Report no. 90-18).,,
798,Michael Pazzani and Dennis Kibler.,1992,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,",(9),":57-94,",,,
850,"Porter, B. W., & Kibler, D. F.",(1986).,Experimental goal regression: A method for learning problem-solving heuristics.,,,,,,,,,,,"Machine Learning,","1,",249-286.,,,
855,D. Ruby and D. Kibler.,1989.,Learning subgoal sequences for planning.,,,,,"In Proceedings of IJCAI-89,",,,,,,,,"pages 609-614,",,,
857,"Ruby, D., & Kibler, D.",(1991).,Learning subgoal sequences for planning.,,,,,In Proceedings of AAAI-91.,AAAI Press.,,,,,,,,,,
860,"Ruby, D., Kibler, D.",(1991).,SteppingStone: An empirical and analytical evaluation.,,,,,In Proceedings of the Ninth National Conference on Artificial Intelligence.,AAAI Press/The Mit Press.,,"Menlo Park, CA:",,,,,,,,
862,"Ruby, D., and Kibler, D.",1992.,Learning episodes for optimization.,,,,,"In Machine Learning : proceedings of the Ninth International Workshop (ML92),",,,,,,,,379-384.,,,
869,"Townsend-Webber, T. & Kibler, D.",(1994).,Instance-based prediction of continuous values.,,,,,AAAI Workshop on Case-based Reasoning.,,,,,,,,,,,
1007,John S. Conery and Dennis F. Kibler.,1983.,AND parallelism in logic programs.,,,,,"In Proceedings of International Joint Conference on Artificial Intelligence,","William Kaufmann, Los Altos.",,"Karlsruhe, Germany,",,,,,"pages 539-543,",,,
1008,J.S. Conery and D.F. Kibler.,1985.,And parallelism and nondeterminism in logic programs.,,,,,,,,,,,"New Generation Computing,",3,"43-70,",,,
1009,J. S. Conery and D. F. Kibler.,1985.,Parallelism in ai programs.,,,,,"In Proceedings of International Joint Conference on Artificial Intelligence,",,,,,,,,"pages 53-56,",,,
1038,Dennis Kibler (1993).,,Some real-world domains for learning problem solvers.,,,,,"In Proceedings of KCSL93, 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93),",,,"Amherst, MA.",,,,,,,,
1047,"Ourston, D. & Mooney, R.",(1994).,Theory refinement combining analytical and empirical methods.,,,,,,,,,,,"Artificial Intelligence,",66(2),273-309.,,,
1123,J. Sklansky and D. F. Kibler.,1976.,A theory of nonuniformity in digitized binary pictures.,,,,,,,,,Sept.,,"IEEE Trans. Syst., Man, and Cybernetics,",SMC-6(9):,"637-647,",,,
1124,"Brodley, C. E. & Utgoff, P. E.","(1992),","Multivariate versus univariate decision trees,",,"Department of Computer Science, University of Mas-sachusetts,",,,,,,"Amherst, MA,",,,,,,"Tech--nical Report COINS TR 92-8,",,
1154,C. E. Brodley and P. E. Utgoff.,1992.,Multivariate decision trees.,,"University of Massachussets,",,,,,,"Amherst, Massachusetts,",,To appear in Machine Learning.,,,,"COINS Technical Report 92-83,",,
1165,C. E. Brodley and P. E. Utgoff.,1994.,Goal-directed Classification Using Linear Machine Decision Trees.,,,,,,,,,,,"Machine Learning,",,,,,
1168,"B. Draper, C. E. Brodley, and P. Utgoff.",1994.,Goal-directed Classification Using Linear Machine Decision Trees.,,,,,,,,,,,"IEEE Trans. on Pattern Analysis and Machine Intelligence,",,,,,
1170,Carla E. Brodley and Paul E. Utgoff.,1995.,Multivariate decision trees.,,,,,,,,,,,"Machine Learning,",19,"45-77,",,,
1222,"Callan, J. P., & Utgoff, P. E.",(1991).,Constructive induction on domain knowl edge.,,,,,Proceedings of the Ninth National Conference on Artificial Intelligence,MIT Press.,,"Anaheim, CA:",,,,,pp .614-619).,,,
1225,C. Cardie.,1993.,Using Decision Trees to Improve Case-Based Learning.,,"University of Massachusetts,",,"In P. Utgoff, editor,","Proceedings of the Tenth International Conference on Machine Learning,",Morgan Kaufmann.,,"Amherst, MA,",,,,,"pages 25-32,",,,
1235,R. Caruana.,1993.,Multitask learning: A knowledge-based of source of inductive bias.,,,,"In Paul E. Utgoff, editor,","Proceedings of the Tenth International Conference on Machine Learning,",Morgan Kaufmann.,,"San Mateo, CA,",,,,,"pages 41-48,",,,
1254,"Chapman, D.",(1987).,Planning for conjunctive goals.,,,,,,,,,,,"Artificial Intelligence,","32,",333-377.,,,
1256,"Chapman, D.",(1991).,,,,,,"Vision, instruction, and action.","MIT Press,",,"Cambridge, MA",,,,,,,,
1261,"Clouse, J. A. & Utgoff, P. E.",(1992).,A Teaching Method for Reinforcement Learning.,,,,"edited by P. Ed. D. Sleeman, & P. Edwards.",In Proceedings of the Ninth International Conference on Machine Learning.,"Morgan Kaufmann,",,,,,,,92-101.,,,
1278,M. E. Connel and P. E. Utgoff.,1987.,Learning to control a dynamic physical system.,,,,,"In Proceeedings AAAI 87,",,,,,,,,"pages 456-459,",,,
1315,"Fawcett, T. E. and Utgoff, P. E.",1991.,A Hybrid Method for Feature Generation.,,,,Ed. L. A. Birnbaum and G. C. Collins.,"In Proceedings of the Eighth International Workshop on Machine Learning,","Morgan Kaufmann,",,San Mateo.,,,,,137-141.,,,
1326,"Tom E. Fawcett, Paul E. Utgoff.",1992.,Automatic feature generation for problem solving systems.,,"University of Massachusetts,",,,,,,"Amherst, MA.",Jan,,,,,"COINS technical report 92-9,",,
1331,"Usama M. Fayyad, Nicholas Weir, and D. Djorgovski. SKICAT:",,A machine learning system for automated cataloging of large scale sky surveys.,,,,Editor: Paul E. Utgoff.,"In ML-93 ,",,,,,,,,pages 112-119.,,,
1340,"Huffman, S. B., & Laird, J. E.",(1993).,Learning procedures from interactive natural language instructions.,,,,"In Utgoff, P. (Ed.),",Machine Learning: Proceedings of the Tenth International Conference.,,,,,,,,,,,
1360,"A. Mehra, Z. Wang, and K. Shin.",,Self-parameterizing protocol stacks for guaranteed quality of service.,,,,,,,,,,"available at ftp://rtcl.eecs.umich.edu/outgoing/ashish/selfparam.ps, June 1998.",,,,,,
1364,"Minton, S., Drummond, M., Bresina, J. L., & Phillips, A. B.",(1992).,Total order vs. partial order planning: Factors influencing performance.,,,,,"In Proceedings of the Third International Conference on Principles of Knowledge Representation and Reasoning,",,,"Cambridge,CA.",,,,,pp83-92.,,,
1366,"T.M. Mitchell, P.E. Utgoff, B. Nudel, R.B.",,Banerji Learning problem-solving heuristics through practice.,,,,,In Proceedings of the Seventh International Joint Conference on AI 127-134 (1981),,,,,,,,,,,
1367,"Mitchell, T.M., P.E. Utgoff, and R. Banerji.",1983.,Learning by Experimentation: Acquiring and Refining ProblemSolving Heuristics,,,,"ed. R.S. Michalski, J.G. Carbonell, and T.M. Mitchell,","In Machine Learning: An Artificial Intelligence Approach,",Tioga Publishing.,,"Palo Alto, California:",,,,,163-190.,,,
1414,"Mitchell, T. M.",(1983),"Learning and problem solving,",,,,,Proceedings of IJCAI-83.,Morgan-Kaufmann.,,"Los Altos, CA:",,,,,1139-1151.,,,
1416,Tom M. Mitchaell and Paul E. Utgoff.,,Learning by experimentation: Acquiring and refining problem-solving heuristics.,,,,,In Shavlik and Dietterich,,,,,,,"[17],",pages 510-522.,,,
1434,"Moss, E., Cavazos, J., Stefanovic, D., Utgoff, P., Precup, D., Scheeff, D., & Brodley, C.",(1997).,Learning Policies for Local Instruction Scheduling.,,,,,,,,,,Submitted for publication.,,,,,,
1435,"Musick, R., Catlett, J., & Russell, S.",(1992).,Decision theoretic subsampling for induction on large databases.,,,,"In Utgoff, P. E. (Ed.),","Proceedings of the Tenth International Conference on Machine Learning,",Morgan Kaufmann.,,"San Francisco, CA.",,,,,pp. 212-219,,,
1459,"Ragavan, H., & Rendell, L.",(1993).,Lookahead feature construction for learning hard concepts.,,"University of Massachusetts,",,"In Utgoff, P. E. (Ed.), MLC-93:","Machine Learning. Proceedings of the Tenth International Conference,",Morgan Kaufmann Publishers Inc.,,"Amherst, MA.",,,,,pp. 252-259,,,
1469,Ron Rymon.,,An SE-tree based characterization of the induction problem.,,,,Editor: Paul E. Utgoff.,"In ML-93 ,",,,,,,,,pages 268-275.,,,
1483,Torgo L.,(1990):,Incremental Rule Learning Using Entropy Based Search,,,,,,,,,,,,,,,,
1484,"Torgo, L.",(1995),: Data Fitting with Rule-based Regression.,,,,"Zizka,J. and Brazdil,P. (eds.)","In Proceedings of the 2nd international workshop on Artificial Intelligence Techniques (AIT95) ,",,,Czech Republic.,,,,,,,,
1485,"Utgoff, P. E., & Mitchell, T. M.",(1982).,Acquisition of appropriate bias for inductive concept learning.,,,,,In Proceedings of AAAI-82.,Morgan-Kaufmann.,,"Los Altos, CA:",,,,,414-417.,,,
1490,P.E. Utgoff.,1983.,Adjusting bias in concept learning.,,,,,"In IJCAI-83,",Kaufmann.,,"Los Angeles, CA,",,,,,"pages 447-449,",,,
1491,"Utgoff, P. E.",(1984).,Shift of bias for inductive concept learning.,,"Department of Computer Science,",,,,,,"Rutgers University, New Brunswick, NJ.",,,,,,"Doctoral Dissertation,",,
1497,"Utgoff, P. E.",(1986).,Machine Learning of Inductive Bias.,,,,,,"Kluwer Academic,",,Boston MA.,,,,12,,,,
1589,"Utgoff, P. E., & Saxena, S.",(1987).,Learning a preference predicate.,,,,,Proceedings of the Fourth International Workshop on Machine Learning,Morgan Kauf-mann.,,"Irvine, CA:",,,,,(pp. 115-121).,,,
1594,Utgoff P.E.,(1988):,"ID5: An Incremental ID3""",",,,,Laird (ed.)",",in Proc. of 5th International Workshop on Machine Learning ","J.""",Morgan Kaufmann Inc.,,"Ann Harbour,",,,,,,,,,,
1615,"Utgoff, P.",(1988).,Perceptron trees: A case study in hybrid concept representations.,,,,,Proceedings of the Seventh National Conference on Artificial Intelligence,,,"Boston, MA:",,Morgan Kaufmann. Appeared in: Machine Learning: Proceedings of the Eighth International Workshop (ML91).,,,(pp. 601-606).,,,
1624,Paul. E. Utgoff.,1990.,Perceptron trees: A case study in hybrid concept representations.,,,,,,,,,,,"Connection Science,","1(4),",,,,
1628,P.E. Utgoff.,1989.,Incremental induction of decision trees.,,,,,,,,,,This article was processed using the L a T E X macro package with LLNCS style,"Machine Learning,",(4),":161-186,",,,
1689,P. E. Utgoff.,1989.,Improved training via incremental learning.,,,,,"In Sixth International Workshop on Machine Learning,",,,,,,,,"pages 362-365,",,,
1729,"Utgoff, P. E. and Brodley, C. E.",(1990).,An incre-mental method for finding multivariate splits for decision trees.,,,,,"Proceedings of the Ninth National Conference on Artificial Intelligence,",,,,,,,6,pages 58-65.,,,
1763,"Utgoff, P. & Clouse, J.",(1991).,Two kinds of training information for evaluation function learning.,,,,,"In Proceedings of the Ninth National Conference on Artificial Intelligence,",,,"Anaheim, CA.",,,,,"(pp. 596-600),",,,
1774,"Utgoff, P.E. and Brodley, C.E.",1991.,Linear machine decision trees.,,"University of Massachusetts,",,,,,,Amherst MA.,,,,,,"Technical Report 10,",,
1809,P. Utgoff.,1994.,An Improved Algorithm for Incremental Induction of Decision Trees.,,,,"In W. Cohen and H. Hirsh, editors,","Proceedings of the Eleventh International Conference on Machine Learning,",Morgan Kaufmann.,,"Rutgers University, New Brunswick, NJ,",,,,,"pages 318-325,",,,
1838,"Utgoff, P.",1995.,Decision tree induction based on efficient tree restructuring.,,"Department of Computer Science,",,,,,,"University of Mas-sachusetts, Amherst.",,,,,,"Technical Report 95-18,",,
1850,"Utgoff, P. E., & Clouse, J. A.",(1996).,"A Kolmogorov-Smirnoff metric for decision tree induction,",,Department of Computer Science.,,,,,,"Amherst, MA: University of Massachusetts,",,,,,,"(Technical Report 96-3),",,
1854,Paul E. Utgoff.,,Feature function learning for value approximation.,,"University of Massachusetts,",,,,,,"Amherst, MA.",,,,,,Technical Report 96 09.,"Jan 20,",
1855,"Utgoff, P. E., Berkman, N. C., & Clouse, J. A.",,Decision tree induction based on efficient tree restructuring.,,,,,,,,,,,Machine Learning.,,,,,
1862,"Utgoff, P. E., & Precup, D.",(1997).,"Constructive function approximation,",,Department of Computer Science.,,,,,,"Amherst, MA: University of Massachusetts,",,,,,,"(Technical Report 97-04),",,
1867,"Utgoff, P. E. & Precup, D.",(1998).,Constructive function approximation.,,,,"In H. Motoda & H. Liu (Eds.),",,Kluwer.,,,,,,,,,,
1869,"Yee, R. C., Saxena, S., Utgoff, P. E. and Barto, A. G.",1990.,Explaining Temporal Differences to Create Useful Concepts for Evaluating States.,,,,,"In Proceedings of the Eighth National Conference on Artificial Intelligence,","AAAI Press,",,"Palo Alto, CA. Page 30 Yoshio.",,,,,882-888.,,,
1876,"Q. Zheng,",1993.,"Real-time Fault-tolerant Communication in Computer Networks,",,,,,,,,"University of Michigan,",,Available via anonymous ftp from ftp.eecs.umich.edu in directory outgoing/zheng.,,,,"PhD thesis,",,
